date,type,code,industry,roc,ey,days,entry_date,entry_price,exit_date,final_close,max_high,max_ret_pct,final_ret_pct,bars_held
20260430,ROC_Top20,688188,专用机械,226.3,3.1,120,20260430,141.78,20260909,96.18,179.78,26.8,-32.16,90
20260430,ROC_Top20,600012,路桥,221.3,7.9,120,20260430,15.66,20260909,15.86,19.57,24.97,1.28,90
20260430,ROC_Top20,603605,日用化工,211.7,9.1,120,20260430,61.88,20260909,60.3,67.95,9.81,-2.55,90
20260430,ROC_Top20,603515,家用电器,210.6,7.9,120,20260430,20.26,20260909,15.15,21.82,7.7,-25.22,90
20260430,ROC_Top20,688332,半导体,198.0,11.8,120,20260430,113.5,20260909,94.5,162.42,43.1,-16.74,90
20260430,ROC_Top20,002612,服饰,194.2,15.3,120,20260430,16.09,20260909,16.6,17.2,6.9,3.17,90
20260430,ROC_Top20,000408,农药化肥,191.2,2.9,120,20260430,89.26,20260909,78.56,92.88,4.06,-11.99,90
20260430,Magic_Top20,002309,电气设备,0.0,0.0,60,20260430,4.29,20260729,3.28,5.34,24.48,-23.54,60
20260430,Magic_Top20,300331,元器件,0.0,0.0,60,20260430,53.01,20260729,38.91,75.9,43.18,-26.6,60
20260430,Magic_Top20,002929,通信设备,0.1,0.0,60,20260430,59.68,20260729,47.26,100.09,67.71,-20.81,60
20260430,Magic_Top20,300834,化工原料,0.1,0.0,60,20260430,37.05,20260729,37.5,53.53,44.48,1.21,60
20260430,Magic_Top20,301068,环境保护,0.1,0.0,60,20260430,34.95,20260729,25.05,36.56,4.61,-28.33,60
20260430,Magic_Top20,301263,医药商业,0.2,0.0,60,20260430,28.85,20260729,19.89,29.3,1.56,-31.06,60
20260430,Magic_Top20,000816,农用机械,0.2,0.1,60,20260430,3.23,20260729,2.57,3.23,0.0,-20.43,60
20260430,Magic_Top20,000818,化工原料,0.2,0.1,60,20260430,15.32,20260729,12.47,19.64,28.2,-18.6,60
20260430,Magic_Top20,002840,食品,0.2,0.1,60,20260430,12.72,20260729,7.52,13.3,4.56,-40.88,60
20260430,Magic_Top20,000519,专用机械,0.3,0.1,60,20260430,17.74,20260729,14.03,22.83,28.69,-20.91,60
20260430,Magic_Top20,001217,化工原料,0.3,0.2,60,20260430,12.02,20260729,9.76,12.13,0.92,-18.8,60
20260430,Magic_Top20,003001,建筑工程,0.4,0.1,60,20260430,17.05,20260729,19.43,23.75,39.3,13.96,60
